diameter_mm,axis_x,axis_y,axis_z,x_mm,y_mm,z_mm
3.40,0.0,0.0,1.0,-75.0,10.0,-0.0
3.40,0.0,0.0,1.0,-25.0,10.0,-0.0
3.40,0.0,0.0,1.0,25.0,10.0,-0.0
3.40,0.0,0.0,1.0,75.0,10.0,0.0
